OrderID,CustomerName,ProductCategory,Price,Quantity,Discount,OrderDate,TotalAmount,FinalAmount,OrderSize
1302,Eve,Sports,365.46,1,0.1,2026-01-13 13:00:00,365.46,328.91,Standard
1303,Eve,Clothing,276.72,8,0.1,2026-01-13 14:00:00,2213.76,1992.38,Large
1304,David,Toys,95.73,4,0.0,2026-01-13 15:00:00,382.92,382.92,Standard
1305,Eve,Clothing,145.81,10,0.2,2026-01-13 16:00:00,1458.1,1166.48,Large
1306,David,Clothing,118.17,8,0.15,2026-01-13 17:00:00,945.36,803.56,Large
1307,Eve,Home,290.67,7,0.2,2026-01-13 18:00:00,2034.69,1627.75,Large
1308,Alice,Electronics,351.48,5,0.2,2026-01-13 19:00:00,1757.4,1405.92,Large
1309,Charlie,Home,171.02,9,0.0,2026-01-13 20:00:00,1539.18,1539.18,Large
1310,Bob,Home,275.2,9,0.1,2026-01-13 21:00:00,2476.8,2229.12,Large
1311,Charlie,Sports,220.19,7,0.2,2026-01-13 22:00:00,1541.33,1233.06,Large
1312,David,Sports,392.26,2,0.2,2026-01-13 23:00:00,784.52,627.62,Large
1313,Alice,Toys,226.09,1,0.2,2026-01-14 00:00:00,226.09,180.87,Standard
1314,David,Toys,389.7,5,0.15,2026-01-14 01:00:00,1948.5,1656.22,Large
1315,David,Toys,62.03,9,0.15,2026-01-14 02:00:00,558.27,474.53,Standard
1316,Eve,Electronics,251.53,1,0.0,2026-01-14 03:00:00,251.53,251.53,Standard
1317,Frank,Toys,279.33,1,0.0,2026-01-14 04:00:00,279.33,279.33,Standard
1318,Charlie,Sports,151.19,2,0.0,2026-01-14 05:00:00,302.38,302.38,Standard
1319,Frank,Sports,328.81,8,0.15,2026-01-14 06:00:00,2630.48,2235.91,Large
1320,Bob,Clothing,79.91,8,0.0,2026-01-14 07:00:00,639.28,639.28,Large
1321,Charlie,Sports,219.09,4,0.0,2026-01-14 08:00:00,876.36,876.36,Large
1322,David,Home,179.45,3,0.2,2026-01-14 09:00:00,538.35,430.68,Standard
1323,Charlie,Toys,272.37,6,0.0,2026-01-14 10:00:00,1634.22,1634.22,Large
1324,Eve,Electronics,377.05,4,0.15,2026-01-14 11:00:00,1508.2,1281.97,Large
1325,Bob,Sports,297.67,10,0.1,2026-01-14 12:00:00,2976.7,2679.03,Large
1326,David,Home,64.19,3,0.1,2026-01-14 13:00:00,192.57,173.31,Standard
1327,David,Toys,24.05,9,0.2,2026-01-14 14:00:00,216.45,173.16,Standard
1328,David,Clothing,379.05,10,0.2,2026-01-14 15:00:00,3790.5,3032.4,Large
1329,David,Sports,321.46,8,0.0,2026-01-14 16:00:00,2571.68,2571.68,Large
1330,Alice,Home,168.99,9,0.1,2026-01-14 17:00:00,1520.91,1368.82,Large
1331,Charlie,Clothing,243.67,1,0.0,2026-01-14 18:00:00,243.67,243.67,Standard
1332,Charlie,Toys,55.59,8,0.2,2026-01-14 19:00:00,444.72,355.78,Standard
1333,Alice,Clothing,166.54,4,0.15,2026-01-14 20:00:00,666.16,566.24,Large
1334,Charlie,Home,234.83,5,0.0,2026-01-14 21:00:00,1174.15,1174.15,Large
1335,Frank,Toys,446.29,8,0.2,2026-01-14 22:00:00,3570.32,2856.26,Large
1336,David,Sports,295.27,10,0.1,2026-01-14 23:00:00,2952.7,2657.43,Large
1337,Alice,Clothing,145.65,8,0.15,2026-01-15 00:00:00,1165.2,990.42,Large
1338,Alice,Home,348.89,7,0.0,2026-01-15 01:00:00,2442.23,2442.23,Large
1339,Eve,Toys,393.07,9,0.0,2026-01-15 02:00:00,3537.63,3537.63,Large
1340,David,Sports,225.97,2,0.1,2026-01-15 03:00:00,451.94,406.75,Standard
1341,Charlie,Toys,367.43,2,0.2,2026-01-15 04:00:00,734.86,587.89,Large
1342,Alice,Home,76.33,1,0.0,2026-01-15 05:00:00,76.33,76.33,Standard
1343,David,Electronics,185.83,3,0.1,2026-01-15 06:00:00,557.49,501.74,Large
1344,Alice,Sports,456.93,6,0.0,2026-01-15 07:00:00,2741.58,2741.58,Large
1345,Charlie,Toys,232.34,9,0.0,2026-01-15 08:00:00,2091.06,2091.06,Large
1346,Eve,Sports,20.2,8,0.0,2026-01-15 09:00:00,161.6,161.6,Standard
1347,Bob,Sports,214.34,6,0.2,2026-01-15 10:00:00,1286.04,1028.83,Large
1348,David,Sports,442.5,5,0.15,2026-01-15 11:00:00,2212.5,1880.62,Large
1349,Frank,Sports,495.7,2,0.0,2026-01-15 12:00:00,991.4,991.4,Large
1350,Bob,Clothing,40.57,2,0.0,2026-01-15 13:00:00,81.14,81.14,Standard
1351,Alice,Electronics,43.76,10,0.0,2026-01-15 14:00:00,437.6,437.6,Standard
1352,Bob,Toys,208.66,2,0.0,2026-01-15 15:00:00,417.32,417.32,Standard
1353,Frank,Toys,399.88,1,0.0,2026-01-15 16:00:00,399.88,399.88,Standard
1354,Frank,Clothing,280.73,5,0.0,2026-01-15 17:00:00,1403.65,1403.65,Large
1355,David,Sports,117.13,9,0.0,2026-01-15 18:00:00,1054.17,1054.17,Large
1356,Alice,Home,385.09,1,0.2,2026-01-15 19:00:00,385.09,308.07,Standard
1357,Charlie,Clothing,240.34,9,0.2,2026-01-15 20:00:00,2163.06,1730.45,Large
1358,Charlie,Clothing,360.89,7,0.2,2026-01-15 21:00:00,2526.23,2020.98,Large
1359,Bob,Home,296.53,8,0.1,2026-01-15 22:00:00,2372.24,2135.02,Large
1360,David,Sports,243.9,10,0.0,2026-01-15 23:00:00,2439.0,2439.0,Large
1361,Alice,Home,177.04,10,0.1,2026-01-16 00:00:00,1770.4,1593.36,Large
1362,Frank,Home,72.83,6,0.15,2026-01-16 01:00:00,436.98,371.43,Standard
1363,Alice,Clothing,288.01,1,0.0,2026-01-16 02:00:00,288.01,288.01,Standard
1364,Eve,Clothing,322.81,5,0.15,2026-01-16 03:00:00,1614.05,1371.94,Large
1365,Bob,Clothing,350.1,9,0.1,2026-01-16 04:00:00,3150.9,2835.81,Large
1366,Charlie,Sports,35.68,5,0.0,2026-01-16 05:00:00,178.4,178.4,Standard
1367,Bob,Sports,206.31,5,0.2,2026-01-16 06:00:00,1031.55,825.24,Large
1368,Charlie,Home,110.64,8,0.0,2026-01-16 07:00:00,885.12,885.12,Large
1369,Eve,Toys,412.71,7,0.2,2026-01-16 08:00:00,2888.97,2311.18,Large
1370,Alice,Electronics,340.79,2,0.1,2026-01-16 09:00:00,681.58,613.42,Large
1371,Alice,Home,15.01,9,0.1,2026-01-16 10:00:00,135.09,121.58,Standard
1372,Bob,Toys,447.42,6,0.0,2026-01-16 11:00:00,2684.52,2684.52,Large
1373,Eve,Toys,329.43,10,0.15,2026-01-16 12:00:00,3294.3,2800.16,Large
1374,David,Clothing,293.4,1,0.2,2026-01-16 13:00:00,293.4,234.72,Standard
1375,Charlie,Clothing,190.69,7,0.2,2026-01-16 14:00:00,1334.83,1067.86,Large
1376,Bob,Clothing,42.2,7,0.0,2026-01-16 15:00:00,295.4,295.4,Standard
1377,Alice,Electronics,341.39,1,0.0,2026-01-16 16:00:00,341.39,341.39,Standard
1378,David,Clothing,289.62,6,0.2,2026-01-16 17:00:00,1737.72,1390.18,Large
1379,Bob,Home,306.31,7,0.1,2026-01-16 18:00:00,2144.17,1929.75,Large
1380,Alice,Clothing,308.43,7,0.15,2026-01-16 19:00:00,2159.01,1835.16,Large
1381,Alice,Toys,446.64,3,0.2,2026-01-16 20:00:00,1339.92,1071.94,Large
1382,Alice,Toys,303.71,4,0.15,2026-01-16 21:00:00,1214.84,1032.61,Large
1383,Charlie,Toys,485.85,7,0.0,2026-01-16 22:00:00,3400.95,3400.95,Large
1384,Bob,Clothing,110.67,2,0.1,2026-01-16 23:00:00,221.34,199.21,Standard
1385,Charlie,Sports,104.86,10,0.15,2026-01-17 00:00:00,1048.6,891.31,Large
1386,Charlie,Clothing,45.06,4,0.0,2026-01-17 01:00:00,180.24,180.24,Standard
1387,Eve,Electronics,168.93,10,0.2,2026-01-17 02:00:00,1689.3,1351.44,Large
1388,Bob,Sports,230.92,1,0.15,2026-01-17 03:00:00,230.92,196.28,Standard
1389,Bob,Electronics,63.77,7,0.0,2026-01-17 04:00:00,446.39,446.39,Standard
1390,Alice,Sports,305.34,7,0.15,2026-01-17 05:00:00,2137.38,1816.77,Large
1391,Bob,Toys,205.42,5,0.0,2026-01-17 06:00:00,1027.1,1027.1,Large
1392,Charlie,Home,435.17,8,0.0,2026-01-17 07:00:00,3481.36,3481.36,Large
1393,David,Sports,58.75,3,0.15,2026-01-17 08:00:00,176.25,149.81,Standard
1394,Charlie,Sports,278.18,8,0.15,2026-01-17 09:00:00,2225.44,1891.62,Large
1395,David,Toys,495.35,4,0.2,2026-01-17 10:00:00,1981.4,1585.12,Large
1396,Charlie,Home,43.82,5,0.15,2026-01-17 11:00:00,219.1,186.23,Standard
1397,Alice,Clothing,132.28,6,0.15,2026-01-17 12:00:00,793.68,674.63,Large
1398,Bob,Sports,225.85,9,0.0,2026-01-17 13:00:00,2032.65,2032.65,Large
1399,Frank,Electronics,315.1,4,0.2,2026-01-17 14:00:00,1260.4,1008.32,Large
1400,Bob,Home,426.41,9,0.0,2026-01-17 15:00:00,3837.69,3837.69,Large
1401,Charlie,Electronics,401.88,2,0.0,2026-01-17 16:00:00,803.76,803.76,Large
1402,Charlie,Sports,202.54,8,0.0,2026-01-17 17:00:00,1620.32,1620.32,Large
1403,David,Clothing,144.95,5,0.0,2026-01-17 18:00:00,724.75,724.75,Large
1404,Bob,Electronics,381.35,1,0.1,2026-01-17 19:00:00,381.35,343.22,Standard
1405,Bob,Electronics,108.3,5,0.0,2026-01-17 20:00:00,541.5,541.5,Large
1406,David,Electronics,461.4,4,0.0,2026-01-17 21:00:00,1845.6,1845.6,Large
1407,David,Home,191.19,5,0.1,2026-01-17 22:00:00,955.95,860.36,Large
1408,Charlie,Electronics,432.06,4,0.2,2026-01-17 23:00:00,1728.24,1382.59,Large
1409,Frank,Home,146.33,4,0.0,2026-01-18 00:00:00,585.32,585.32,Large
1410,Alice,Electronics,400.14,6,0.1,2026-01-18 01:00:00,2400.84,2160.76,Large
1411,Charlie,Electronics,192.14,5,0.0,2026-01-18 02:00:00,960.7,960.7,Large
1412,Charlie,Toys,153.45,5,0.0,2026-01-18 03:00:00,767.25,767.25,Large
1413,Frank,Electronics,194.96,7,0.0,2026-01-18 04:00:00,1364.72,1364.72,Large
1414,David,Toys,164.7,10,0.2,2026-01-18 05:00:00,1647.0,1317.6,Large
1415,Eve,Sports,384.06,3,0.15,2026-01-18 06:00:00,1152.18,979.35,Large
1416,Frank,Electronics,140.89,8,0.0,2026-01-18 07:00:00,1127.12,1127.12,Large
1417,Charlie,Clothing,64.19,1,0.0,2026-01-18 08:00:00,64.19,64.19,Standard
1418,Eve,Home,314.97,4,0.15,2026-01-18 09:00:00,1259.88,1070.9,Large
1419,Eve,Home,286.95,4,0.0,2026-01-18 10:00:00,1147.8,1147.8,Large
1420,Alice,Toys,485.45,1,0.0,2026-01-18 11:00:00,485.45,485.45,Standard
1421,Frank,Sports,209.02,7,0.2,2026-01-18 12:00:00,1463.14,1170.51,Large
1422,Frank,Electronics,341.79,3,0.1,2026-01-18 13:00:00,1025.37,922.83,Large
1423,Eve,Toys,384.01,1,0.15,2026-01-18 14:00:00,384.01,326.41,Standard
1424,David,Clothing,241.92,4,0.0,2026-01-18 15:00:00,967.68,967.68,Large
1425,Eve,Electronics,481.24,10,0.0,2026-01-18 16:00:00,4812.4,4812.4,Large
1426,Frank,Home,178.38,7,0.15,2026-01-18 17:00:00,1248.66,1061.36,Large
1427,Charlie,Electronics,360.98,1,0.0,2026-01-18 18:00:00,360.98,360.98,Standard
1428,Bob,Toys,138.46,2,0.15,2026-01-18 19:00:00,276.92,235.38,Standard
1429,Frank,Sports,303.72,2,0.1,2026-01-18 20:00:00,607.44,546.7,Large
1430,Alice,Toys,140.61,1,0.1,2026-01-18 21:00:00,140.61,126.55,Standard
1431,Eve,Electronics,86.82,10,0.0,2026-01-18 22:00:00,868.2,868.2,Large
1432,David,Clothing,272.15,3,0.2,2026-01-18 23:00:00,816.45,653.16,Large
1433,Charlie,Sports,376.0,8,0.1,2026-01-19 00:00:00,3008.0,2707.2,Large
1434,David,Sports,243.21,7,0.1,2026-01-19 01:00:00,1702.47,1532.22,Large
1435,Bob,Toys,340.54,5,0.1,2026-01-19 02:00:00,1702.7,1532.43,Large
1436,Eve,Sports,228.04,1,0.0,2026-01-19 03:00:00,228.04,228.04,Standard
1437,David,Home,336.19,8,0.0,2026-01-19 04:00:00,2689.52,2689.52,Large
1438,Bob,Sports,283.61,2,0.0,2026-01-19 05:00:00,567.22,567.22,Large
1439,Bob,Sports,494.08,7,0.1,2026-01-19 06:00:00,3458.56,3112.7,Large
1440,Eve,Clothing,386.56,4,0.1,2026-01-19 07:00:00,1546.24,1391.62,Large
1441,Charlie,Sports,101.91,6,0.2,2026-01-19 08:00:00,611.46,489.17,Standard
1442,Frank,Electronics,397.35,7,0.1,2026-01-19 09:00:00,2781.45,2503.31,Large
1443,Frank,Home,332.73,8,0.15,2026-01-19 10:00:00,2661.84,2262.56,Large
1444,Frank,Toys,457.21,5,0.15,2026-01-19 11:00:00,2286.05,1943.14,Large
1445,Charlie,Toys,342.11,5,0.15,2026-01-19 12:00:00,1710.55,1453.97,Large
1446,Eve,Electronics,415.28,5,0.0,2026-01-19 13:00:00,2076.4,2076.4,Large
1447,Alice,Electronics,130.14,2,0.0,2026-01-19 14:00:00,260.28,260.28,Standard
1448,Frank,Electronics,363.85,6,0.2,2026-01-19 15:00:00,2183.1,1746.48,Large
1449,Eve,Toys,32.18,8,0.15,2026-01-19 16:00:00,257.44,218.82,Standard
1450,Eve,Clothing,67.2,10,0.15,2026-01-19 17:00:00,672.0,571.2,Large
1451,Alice,Toys,235.74,1,0.0,2026-01-19 18:00:00,235.74,235.74,Standard
1452,David,Electronics,226.98,5,0.2,2026-01-19 19:00:00,1134.9,907.92,Large
1453,Eve,Electronics,337.28,2,0.0,2026-01-19 20:00:00,674.56,674.56,Large
1454,Charlie,Home,396.98,9,0.15,2026-01-19 21:00:00,3572.82,3036.9,Large
1455,Frank,Electronics,437.35,2,0.0,2026-01-19 22:00:00,874.7,874.7,Large
1456,Bob,Clothing,307.68,2,0.2,2026-01-19 23:00:00,615.36,492.29,Standard
1457,Alice,Clothing,162.81,7,0.1,2026-01-20 00:00:00,1139.67,1025.7,Large
1458,Bob,Toys,153.48,6,0.15,2026-01-20 01:00:00,920.88,782.75,Large
1459,Frank,Clothing,195.97,8,0.15,2026-01-20 02:00:00,1567.76,1332.6,Large
1460,David,Toys,186.09,3,0.15,2026-01-20 03:00:00,558.27,474.53,Standard
1461,Charlie,Home,140.36,7,0.0,2026-01-20 04:00:00,982.52,982.52,Large
1462,Alice,Sports,364.62,2,0.15,2026-01-20 05:00:00,729.24,619.85,Large
1463,Frank,Sports,196.85,3,0.1,2026-01-20 06:00:00,590.55,531.5,Large
1464,Alice,Home,116.91,2,0.0,2026-01-20 07:00:00,233.82,233.82,Standard
1465,Alice,Electronics,414.32,9,0.2,2026-01-20 08:00:00,3728.88,2983.1,Large
1466,Alice,Toys,457.65,7,0.0,2026-01-20 09:00:00,3203.55,3203.55,Large
1467,Eve,Toys,459.64,8,0.0,2026-01-20 10:00:00,3677.12,3677.12,Large
1468,David,Electronics,246.45,1,0.0,2026-01-20 11:00:00,246.45,246.45,Standard
1469,Frank,Clothing,247.97,6,0.0,2026-01-20 12:00:00,1487.82,1487.82,Large
1470,David,Sports,373.3,9,0.0,2026-01-20 13:00:00,3359.7,3359.7,Large
1471,David,Electronics,254.39,3,0.2,2026-01-20 14:00:00,763.17,610.54,Large
1472,Alice,Toys,201.31,1,0.0,2026-01-20 15:00:00,201.31,201.31,Standard
1473,Frank,Electronics,416.28,1,0.2,2026-01-20 16:00:00,416.28,333.02,Standard
1474,David,Electronics,50.72,4,0.1,2026-01-20 17:00:00,202.88,182.59,Standard
1475,Charlie,Toys,483.23,9,0.15,2026-01-20 18:00:00,4349.07,3696.71,Large
1476,Alice,Electronics,271.21,4,0.0,2026-01-20 19:00:00,1084.84,1084.84,Large
1477,David,Electronics,478.34,5,0.15,2026-01-20 20:00:00,2391.7,2032.94,Large
1478,Alice,Toys,287.1,1,0.15,2026-01-20 21:00:00,287.1,244.04,Standard
1479,Eve,Electronics,49.63,9,0.0,2026-01-20 22:00:00,446.67,446.67,Standard
1480,Bob,Clothing,369.24,8,0.0,2026-01-20 23:00:00,2953.92,2953.92,Large
1481,Alice,Sports,306.59,6,0.0,2026-01-21 00:00:00,1839.54,1839.54,Large
1482,David,Clothing,277.15,2,0.0,2026-01-21 01:00:00,554.3,554.3,Large
1483,David,Toys,496.93,10,0.2,2026-01-21 02:00:00,4969.3,3975.44,Large
1484,Eve,Electronics,128.96,2,0.1,2026-01-21 03:00:00,257.92,232.13,Standard
1485,Alice,Home,281.62,2,0.2,2026-01-21 04:00:00,563.24,450.59,Standard
1486,Bob,Electronics,294.24,8,0.2,2026-01-21 05:00:00,2353.92,1883.14,Large
1487,David,Toys,290.93,10,0.2,2026-01-21 06:00:00,2909.3,2327.44,Large
1488,Eve,Clothing,241.15,1,0.1,2026-01-21 07:00:00,241.15,217.03,Standard
1489,Eve,Electronics,245.01,4,0.0,2026-01-21 08:00:00,980.04,980.04,Large
1490,Frank,Electronics,389.77,1,0.15,2026-01-21 09:00:00,389.77,331.3,Standard
1491,Frank,Sports,43.17,3,0.0,2026-01-21 10:00:00,129.51,129.51,Standard
1492,Alice,Sports,360.39,4,0.2,2026-01-21 11:00:00,1441.56,1153.25,Large
1493,Frank,Toys,469.42,5,0.0,2026-01-21 12:00:00,2347.1,2347.1,Large
1494,Charlie,Toys,257.93,8,0.1,2026-01-21 13:00:00,2063.44,1857.1,Large
1495,Bob,Electronics,435.19,8,0.2,2026-01-21 14:00:00,3481.52,2785.22,Large
1496,Alice,Electronics,228.53,2,0.15,2026-01-21 15:00:00,457.06,388.5,Standard
1497,Frank,Electronics,426.31,9,0.15,2026-01-21 16:00:00,3836.79,3261.27,Large
1498,Eve,Sports,43.65,7,0.1,2026-01-21 17:00:00,305.55,275.0,Standard
1499,Charlie,Clothing,221.41,5,0.0,2026-01-21 18:00:00,1107.05,1107.05,Large
1500,Eve,Electronics,135.01,5,0.1,2026-01-21 19:00:00,675.05,607.54,Large
